R	B	G
57	120	161	
57	120	161	
58	121	162	
61	125	163	
64	128	166	
66	128	169	
71	128	171	
70	127	172	
66	124	170	
63	123	173	
62	124	175	
62	125	178	
59	124	178	
58	123	177	
59	125	177	
60	123	176	
61	121	171	
64	122	170	
72	126	172	
80	131	174	
89	138	179	
94	143	183	
146	168	192	
146	168	192	
145	167	191	
145	167	191	
145	167	191	
145	167	191	
145	167	191	
145	167	191	
144	166	190	
145	167	191	
145	167	191	
146	168	192	
146	168	192	
145	167	191	
144	166	190	
144	166	190	
143	164	193	
143	164	193	
143	164	193	
143	164	193	
143	164	193	
142	163	192	
141	162	191	
141	162	191	
140	161	190	
140	161	190	
140	161	190	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
138	159	188	
140	159	191	
140	159	191	
139	158	190	
138	157	189	
138	157	187	
139	158	188	
139	159	186	
140	160	185	
147	167	191	
153	173	197	
160	181	202	
166	187	206	
170	191	210	
172	193	210	
173	194	211	
174	195	214	
173	194	215	
173	193	217	
173	193	217	
173	193	217	
172	192	216	
171	191	215	
170	190	214	
169	189	213	
169	189	213	
170	190	214	
167	187	211	
163	183	207	
162	182	206	
164	184	208	
161	181	205	
155	175	199	
153	173	198	
149	170	197	
148	169	196	
148	169	196	
144	165	194	
136	157	186	
133	154	183	
133	157	185	
137	160	191	
136	159	190	
134	157	188	
132	157	188	
131	156	187	
130	155	186	
131	156	187	
130	157	187	
134	159	190	
133	160	190	
134	159	190	
133	158	189	
134	159	190	
135	160	190	
136	161	191	
137	161	189	
140	164	192	
140	161	190	
140	161	190	
142	163	190	
142	163	190	
144	165	192	
154	174	201	
164	184	209	
171	189	213	
177	195	217	
182	200	222	
183	201	223	
182	200	222	
181	199	219	
184	202	222	
187	205	225	
189	207	227	
187	206	223	
185	204	221	
183	202	219	
183	202	219	
181	200	215	
178	197	212	
175	194	209	
176	193	211	
173	190	210	
169	186	206	
165	182	202	
163	180	200	
162	179	199	
161	179	201	
161	179	201	
167	185	207	
165	183	205	
164	184	208	
169	189	213	
168	188	212	
161	181	205	
154	176	199	
153	173	198	
146	163	189	
147	164	190	
148	164	190	
148	166	190	
149	165	188	
148	166	186	
148	166	186	
147	166	183	
150	169	186	
154	172	192	
160	178	200	
165	183	205	
167	184	210	
167	184	210	
164	184	211	
163	183	210	
157	178	207	
152	175	206	
147	170	201	
143	168	198	
141	166	197	
138	165	195	
134	163	195	
131	162	193	
128	161	194	
127	162	194	
125	161	195	
120	158	194	
116	156	191	
114	154	189	
112	155	190	
114	157	192	
113	156	191	
113	153	189	
111	151	187	
111	151	187	
112	152	188	
111	151	187	
109	148	187	
107	146	185	
106	145	186	
105	144	185	
105	144	185	
107	146	187	
110	147	191	
112	149	193	
111	148	192	
110	148	187	
112	146	181	
117	152	182	
122	157	187	
122	157	187	
119	154	184	
119	154	184	
124	159	189	
129	164	194	
127	162	192	
128	163	193	
127	162	192	
124	159	189	
125	160	190	
128	163	193	
127	162	192	
121	158	187	
119	155	189	
112	151	184	
110	149	182	
113	152	185	
117	153	185	
115	151	183	
116	151	183	
118	153	185	
128	161	192	
129	162	193	
132	163	192	
131	162	191	
128	157	187	
126	155	185	
129	156	186	
128	157	189	
118	153	185	
110	149	180	
108	147	178	
107	148	180	
103	146	180	
98	142	177	
97	143	177	
98	146	182	
89	141	178	
85	139	177	
81	136	175	
77	135	175	
75	134	174	
72	134	175	
70	132	173	
67	130	173	
66	130	174	
63	130	173	
62	129	172	
61	128	170	
63	127	171	
63	128	170	
64	127	170	
64	127	168	
62	124	165	
61	123	162	
63	122	162	
64	124	161	
70	128	166	
76	134	172	
83	141	179	
90	145	184	
85	136	181	
81	132	179	
74	128	175	
69	125	176	
67	124	177	
64	125	179	
61	124	178	
59	122	176	
61	124	178	
60	123	176	
61	121	171	
66	122	169	
75	128	172	
86	137	180	
100	148	188	
106	154	192	
146	168	192	
146	168	192	
146	168	192	
146	168	192	
146	168	192	
147	169	193	
147	169	193	
147	169	193	
147	169	193	
147	169	193	
148	170	194	
148	170	194	
148	170	194	
147	169	193	
146	168	192	
145	167	191	
141	162	191	
142	163	192	
142	163	192	
142	163	192	
142	163	192	
141	162	191	
140	161	190	
139	160	189	
140	161	190	
140	161	190	
140	161	190	
140	161	190	
140	161	190	
139	160	189	
139	160	189	
139	160	189	
141	160	192	
141	160	192	
140	159	191	
140	159	191	
141	160	190	
141	161	188	
142	162	189	
143	163	188	
153	173	197	
158	179	200	
164	185	204	
168	189	208	
170	191	208	
171	192	209	
171	192	209	
172	193	212	
173	194	215	
173	193	217	
173	193	217	
173	193	217	
172	192	216	
171	191	215	
169	189	213	
169	189	213	
167	187	211	
168	188	212	
167	187	211	
163	183	207	
163	183	207	
164	184	208	
161	181	205	
155	175	200	
154	175	202	
152	173	200	
151	172	199	
151	172	199	
146	167	196	
137	161	189	
135	159	187	
137	161	189	
139	162	193	
137	162	192	
134	159	190	
131	156	187	
129	154	185	
127	154	184	
127	154	184	
128	155	185	
131	158	188	
131	158	188	
130	157	187	
130	157	187	
132	157	188	
133	158	189	
134	159	189	
134	159	189	
137	160	191	
134	158	186	
134	158	186	
138	159	188	
138	159	188	
140	161	188	
150	171	198	
160	181	208	
166	186	211	
175	193	217	
182	200	222	
184	202	224	
181	199	221	
179	197	219	
180	198	220	
183	201	221	
186	204	224	
184	202	222	
182	200	220	
181	200	217	
181	200	217	
180	199	216	
178	197	214	
176	195	212	
174	191	211	
170	187	207	
166	183	203	
163	180	200	
162	179	199	
162	179	199	
161	179	201	
160	178	200	
163	181	203	
159	177	199	
157	177	201	
162	182	206	
164	184	208	
161	181	205	
159	181	205	
161	181	206	
162	178	204	
162	178	204	
161	177	202	
161	177	200	
159	176	196	
157	174	192	
155	174	191	
154	173	190	
156	175	192	
160	179	196	
165	183	203	
167	185	207	
166	184	208	
163	180	206	
159	179	206	
158	177	207	
155	178	209	
150	175	205	
145	170	200	
140	167	196	
137	164	194	
133	162	192	
129	160	191	
125	158	189	
121	156	188	
120	156	190	
118	156	192	
114	154	189	
109	152	186	
107	152	185	
108	152	187	
109	153	188	
110	153	188	
108	151	186	
109	149	185	
110	150	186	
110	150	186	
110	150	186	
107	146	185	
105	144	183	
105	144	185	
104	143	184	
104	143	184	
106	145	186	
110	147	191	
111	148	192	
109	146	190	
108	146	185	
108	144	178	
112	147	177	
115	150	180	
116	151	181	
116	151	181	
118	153	183	
123	158	188	
127	162	192	
126	161	191	
128	163	193	
126	161	191	
123	158	188	
124	159	189	
127	162	192	
125	160	190	
119	156	185	
113	152	185	
109	148	181	
110	149	182	
114	153	186	
119	155	187	
116	152	184	
116	151	183	
117	152	184	
117	150	181	
122	155	186	
130	161	190	
131	162	191	
130	159	189	
127	156	186	
129	156	186	
128	157	187	
124	159	189	
117	153	185	
113	149	181	
110	149	180	
105	146	178	
97	140	174	
95	140	173	
97	143	177	
91	141	176	
87	139	176	
82	136	174	
79	134	173	
77	135	175	
75	134	174	
73	132	174	
69	131	172	
68	133	175	
65	132	174	
65	132	174	
64	131	173	
66	131	173	
65	130	170	
65	128	169	
66	128	167	
70	129	169	
72	130	168	
75	133	171	
81	137	174	
89	143	181	
98	152	188	
106	158	197	
113	162	202	
99	146	190	
92	138	187	
82	130	179	
74	125	178	
69	124	178	
67	124	179	
61	122	177	
58	121	175	
52	115	169	
53	114	168	
57	115	165	
63	119	166	
76	129	173	
91	140	181	
104	152	192	
114	159	198	
144	166	190	
145	167	191	
145	167	191	
146	168	192	
146	168	192	
147	169	193	
147	169	193	
148	170	194	
148	170	194	
148	170	194	
148	170	194	
149	171	195	
148	170	194	
147	169	193	
146	168	192	
145	167	191	
141	162	191	
141	162	191	
141	162	191	
141	162	191	
141	162	191	
140	161	190	
139	160	189	
138	159	188	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
139	160	189	
140	159	191	
140	159	192	
141	160	192	
142	161	193	
144	163	193	
146	166	193	
148	168	195	
149	169	194	
158	178	202	
162	183	204	
167	188	207	
170	191	210	
170	191	208	
171	192	209	
172	194	208	
173	194	211	
172	194	217	
172	194	218	
173	195	219	
172	194	218	
171	193	217	
170	192	216	
169	191	215	
168	190	214	
165	187	211	
167	189	213	
166	188	212	
163	185	209	
163	185	209	
165	187	211	
161	183	207	
156	178	202	
156	177	204	
153	174	203	
151	175	203	
150	174	202	
144	167	198	
138	161	192	
137	160	191	
140	165	195	
141	166	197	
139	164	195	
135	160	191	
130	157	187	
127	153	186	
126	152	185	
125	151	184	
124	153	185	
125	154	186	
125	154	186	
124	153	185	
124	153	185	
127	154	184	
127	154	184	
128	155	185	
129	156	185	
132	157	187	
129	154	184	
129	154	184	
131	155	183	
131	155	183	
133	157	185	
143	167	195	
156	177	204	
164	184	209	
173	191	215	
179	197	221	
180	198	222	
176	194	218	
174	192	214	
177	195	217	
182	200	222	
184	202	224	
182	200	220	
179	197	217	
178	196	216	
178	196	216	
178	197	214	
176	195	212	
174	193	210	
171	188	208	
168	183	204	
164	179	202	
162	177	200	
162	178	201	
163	179	202	
162	180	204	
161	179	203	
159	177	201	
156	174	198	
155	175	200	
161	181	206	
165	185	210	
166	186	211	
166	186	213	
169	189	216	
174	190	216	
174	188	215	
174	188	214	
173	188	211	
170	187	207	
168	185	203	
166	183	201	
165	182	198	
166	185	200	
169	188	205	
173	191	211	
172	190	212	
168	186	210	
163	180	206	
160	177	205	
158	177	207	
154	177	208	
149	174	204	
143	168	199	
137	164	194	
132	161	191	
128	159	188	
123	156	187	
119	154	186	
118	154	188	
116	155	188	
115	155	190	
111	154	188	
107	151	186	
105	151	185	
106	152	186	
107	153	187	
106	150	185	
106	149	184	
106	149	184	
107	150	185	
107	149	187	
106	148	186	
104	146	184	
101	143	181	
104	143	184	
104	143	184	
104	143	186	
106	145	188	
110	147	191	
110	147	191	
108	145	189	
106	144	183	
108	144	178	
109	146	175	
110	147	176	
112	149	178	
115	152	181	
119	156	185	
122	159	188	
125	162	191	
125	162	191	
126	163	192	
124	161	190	
121	158	187	
121	158	187	
124	161	190	
123	160	189	
118	155	184	
112	151	184	
107	148	180	
106	145	178	
110	149	182	
114	150	182	
112	148	180	
113	148	180	
115	150	182	
113	146	177	
119	152	183	
129	160	189	
131	162	191	
130	159	189	
128	157	187	
131	158	188	
131	160	190	
128	162	190	
120	157	186	
115	152	181	
111	150	181	
106	147	177	
98	141	173	
96	141	174	
97	143	177	
94	142	178	
90	140	177	
84	138	176	
82	138	175	
81	136	175	
78	136	174	
76	134	174	
72	134	175	
70	135	175	
67	136	175	
67	135	174	
67	135	174	
68	133	173	
67	132	170	
67	131	169	
67	129	166	
76	134	172	
82	138	175	
91	145	183	
99	153	189	
108	160	197	
114	167	201	
120	170	207	
123	171	211	
110	153	198	
101	143	193	
89	132	183	
79	126	180	
73	124	179	
68	123	179	
61	120	176	
57	118	175	
51	112	167	
54	115	169	
61	119	169	
72	126	173	
83	134	177	
96	145	185	
105	153	191	
113	159	195	
140	164	190	
141	165	189	
142	166	190	
143	167	191	
144	168	192	
147	169	193	
147	169	193	
148	170	194	
148	170	194	
148	170	194	
148	170	194	
148	170	194	
148	170	194	
147	169	193	
146	168	192	
145	167	191	
140	161	188	
138	162	190	
141	162	191	
139	163	191	
140	161	190	
138	162	190	
139	160	189	
136	160	188	
138	159	188	
136	160	188	
138	159	188	
136	160	188	
138	159	188	
136	160	188	
138	159	188	
138	159	188	
137	158	189	
139	158	190	
140	159	191	
143	162	192	
146	165	195	
150	170	197	
153	173	198	
155	175	199	
161	182	203	
164	185	206	
168	189	208	
170	191	210	
173	192	209	
172	193	210	
175	194	209	
175	196	213	
174	195	216	
173	195	218	
174	194	218	
173	195	218	
173	193	217	
171	193	216	
171	191	215	
169	191	214	
166	186	210	
167	189	212	
167	187	211	
164	186	209	
165	185	209	
166	188	211	
164	184	208	
158	178	202	
157	177	202	
154	176	200	
153	174	201	
152	173	200	
146	167	196	
138	162	190	
139	162	193	
143	168	198	
143	168	199	
140	167	197	
135	162	192	
130	157	187	
125	154	186	
123	152	184	
122	151	183	
121	152	183	
119	150	181	
119	150	181	
118	149	180	
118	149	180	
119	150	181	
120	151	182	
121	152	183	
122	151	183	
126	155	187	
126	153	183	
125	152	182	
126	151	181	
127	150	181	
130	154	182	
139	163	191	
152	173	200	
164	181	207	
170	188	212	
176	193	219	
175	193	217	
171	189	213	
167	187	211	
172	193	214	
178	199	220	
182	203	224	
180	201	220	
177	198	217	
177	196	213	
177	196	213	
176	195	212	
174	193	208	
174	191	207	
170	187	205	
167	182	201	
162	177	198	
161	176	197	
163	180	200	
164	181	201	
163	181	203	
162	180	202	
158	176	198	
155	173	197	
157	175	199	
163	183	208	
171	188	214	
170	190	215	
174	191	217	
176	193	219	
176	192	217	
176	192	217	
177	192	215	
176	193	213	
176	193	211	
175	192	210	
174	191	209	
173	190	206	
175	194	211	
178	197	214	
180	198	218	
178	196	218	
172	190	214	
166	183	209	
163	180	208	
160	180	207	
155	176	203	
148	172	200	
141	167	194	
135	162	191	
129	158	188	
125	156	185	
119	154	186	
115	151	185	
117	156	189	
116	156	191	
114	157	192	
111	155	190	
108	154	188	
107	153	187	
106	154	190	
110	156	192	
105	149	186	
104	148	185	
104	148	185	
105	149	186	
106	150	189	
105	149	188	
102	146	185	
100	142	182	
102	144	184	
102	144	184	
102	144	186	
106	145	188	
109	148	191	
109	148	189	
108	145	189	
106	144	183	
111	147	181	
110	147	176	
110	146	178	
114	149	179	
119	154	186	
123	158	188	
126	161	193	
127	162	192	
125	160	192	
126	161	191	
124	159	191	
121	156	186	
122	157	189	
123	160	189	
121	157	189	
117	153	185	
112	153	183	
106	147	177	
102	143	175	
105	144	177	
106	145	178	
105	144	177	
108	144	180	
111	147	181	
114	148	183	
120	155	187	
128	161	194	
132	163	194	
131	160	190	
129	158	188	
133	160	189	
135	165	193	
128	159	187	
119	154	182	
115	150	178	
113	150	179	
108	147	176	
102	143	173	
102	143	175	
103	146	180	
99	143	180	
95	140	179	
89	138	178	
86	138	178	
85	137	177	
84	137	179	
82	135	177	
77	134	177	
72	135	178	
69	136	178	
71	136	178	
72	135	176	
72	134	173	
72	131	171	
72	130	168	
73	129	166	
81	133	170	
90	140	177	
102	150	186	
116	162	198	
124	170	204	
128	172	207	
128	172	207	
126	170	209	
115	158	203	
104	148	197	
90	136	186	
80	127	179	
74	125	178	
70	123	177	
64	119	173	
59	116	169	
65	122	175	
69	127	175	
79	133	180	
87	140	184	
98	147	188	
105	153	191	
111	157	193	
114	160	194	
139	165	192	
139	165	190	
140	166	191	
141	167	192	
142	168	193	
144	168	194	
145	169	193	
145	169	193	
143	167	191	
143	167	191	
145	167	190	
144	166	189	
144	166	189	
144	166	189	
143	165	188	
143	165	188	
140	164	190	
139	165	192	
140	164	192	
138	164	191	
139	163	191	
138	164	191	
139	163	191	
137	163	190	
138	162	190	
136	162	189	
136	160	188	
134	160	187	
135	159	187	
136	162	189	
140	164	192	
142	166	194	
138	159	188	
139	160	189	
141	162	191	
145	166	193	
151	171	198	
155	175	200	
157	177	202	
158	178	202	
165	183	205	
170	188	210	
176	194	214	
176	194	214	
174	191	209	
171	190	207	
174	191	209	
177	196	213	
177	195	215	
175	196	215	
177	195	215	
175	196	215	
176	194	214	
173	194	213	
174	192	212	
171	192	211	
174	192	212	
172	193	212	
173	191	211	
170	191	210	
171	189	209	
167	188	207	
167	185	205	
166	184	204	
160	178	198	
158	176	196	
156	174	196	
151	171	195	
149	169	194	
146	167	194	
143	167	195	
141	166	196	
136	161	192	
138	164	197	
135	161	194	
125	154	186	
118	149	180	
119	150	181	
120	151	182	
118	151	182	
119	154	182	
117	152	182	
113	150	179	
113	149	181	
114	150	184	
115	151	185	
115	151	187	
115	151	185	
117	151	186	
115	148	181	
116	146	180	
122	148	181	
125	150	180	
129	153	181	
138	159	188	
148	168	195	
164	181	209	
166	183	209	
167	184	212	
166	186	211	
166	186	210	
166	188	211	
169	191	212	
171	193	214	
184	207	225	
179	202	218	
174	197	213	
174	196	210	
177	199	212	
180	199	213	
177	196	210	
174	192	206	
172	189	205	
164	181	197	
156	173	191	
156	173	191	
162	179	197	
168	185	203	
168	185	205	
166	183	203	
164	181	201	
163	179	202	
163	179	202	
166	184	208	
174	190	215	
178	196	220	
180	196	221	
179	197	221	
177	193	216	
177	195	215	
180	197	217	
180	199	216	
179	198	215	
179	198	215	
180	199	216	
180	199	216	
182	200	220	
181	199	219	
177	195	215	
173	191	213	
168	186	208	
164	182	206	
160	178	202	
158	176	200	
156	176	200	
149	169	193	
142	164	188	
137	163	188	
132	159	188	
123	154	183	
117	152	184	
116	152	186	
114	154	190	
110	153	188	
108	150	188	
107	151	188	
107	153	189	
107	153	189	
105	150	189	
103	148	187	
102	147	188	
103	148	189	
104	149	190	
105	150	191	
104	149	190	
103	148	189	
101	146	187	
101	145	184	
100	144	183	
101	145	184	
102	146	185	
102	144	184	
99	141	181	
98	140	178	
100	139	180	
101	141	177	
106	142	178	
112	147	179	
114	148	183	
114	147	180	
120	150	186	
129	159	193	
137	165	202	
140	169	203	
138	166	203	
133	162	196	
128	158	194	
128	158	192	
129	162	197	
130	165	197	
127	161	196	
122	158	190	
112	153	181	
109	153	180	
107	151	180	
105	148	182	
103	146	181	
102	144	182	
104	143	184	
103	142	183	
110	147	189	
116	151	191	
121	155	192	
124	157	192	
126	157	188	
127	157	185	
129	156	183	
130	157	184	
128	158	184	
124	155	183	
120	151	179	
115	149	177	
113	148	178	
109	145	177	
106	142	176	
101	139	175	
99	138	177	
97	139	179	
95	138	180	
93	138	180	
91	135	180	
88	135	181	
87	134	180	
84	135	182	
73	131	177	
71	133	180	
72	133	178	
72	129	174	
72	126	170	
76	128	168	
86	134	174	
94	140	176	
110	153	188	
114	152	189	
120	156	192	
125	161	197	
129	165	201	
132	166	203	
130	164	201	
124	163	202	
106	153	197	
95	147	194	
89	141	188	
83	137	183	
75	129	175	
68	122	168	
67	119	166	
71	124	168	
76	129	171	
84	136	176	
93	145	184	
100	150	187	
105	150	189	
106	152	188	
109	153	188	
111	156	189	
136	163	190	
136	163	190	
137	165	189	
138	166	190	
139	165	190	
140	166	191	
141	165	189	
142	166	190	
142	166	190	
142	166	190	
143	165	188	
143	165	188	
143	165	188	
143	165	188	
143	165	186	
141	166	188	
139	163	189	
138	164	191	
138	164	191	
137	163	190	
137	163	190	
136	162	189	
135	161	188	
135	161	188	
136	162	189	
135	161	188	
134	160	187	
134	160	187	
134	160	187	
135	161	188	
136	162	189	
137	163	190	
139	160	189	
140	161	190	
143	164	191	
148	169	196	
154	174	199	
159	179	204	
161	181	205	
162	182	206	
168	186	208	
173	191	213	
178	195	215	
179	196	216	
175	192	210	
173	190	208	
175	192	210	
178	195	213	
178	197	214	
178	197	214	
179	198	215	
179	198	215	
179	198	215	
178	197	214	
177	196	213	
176	195	212	
176	195	212	
175	194	211	
175	194	211	
174	193	210	
172	191	208	
170	189	206	
168	187	204	
167	186	203	
163	180	196	
162	179	195	
158	176	196	
156	174	196	
151	171	195	
148	169	196	
147	168	197	
144	169	199	
139	163	197	
139	165	198	
132	161	193	
121	152	183	
114	145	176	
112	145	176	
114	147	178	
113	146	177	
114	149	177	
112	149	176	
111	148	177	
109	148	179	
110	149	182	
111	151	186	
113	151	187	
113	151	187	
115	151	187	
114	148	183	
118	148	182	
122	151	183	
127	152	182	
130	154	182	
140	160	187	
148	168	195	
162	177	206	
163	178	207	
163	180	208	
161	181	206	
161	181	205	
161	183	206	
162	187	207	
165	191	208	
177	203	218	
176	202	217	
178	201	215	
179	203	215	
181	203	214	
183	203	214	
180	198	210	
177	195	207	
170	188	202	
164	182	196	
159	176	192	
160	177	193	
165	182	198	
170	187	203	
173	190	208	
172	189	207	
176	193	213	
174	191	211	
173	189	212	
175	191	214	
179	195	220	
182	198	223	
183	199	224	
182	198	221	
178	196	216	
180	199	216	
182	201	218	
184	203	220	
184	203	220	
184	203	220	
184	202	222	
184	202	222	
179	197	217	
178	196	216	
175	193	215	
171	189	211	
167	185	207	
163	181	203	
160	178	202	
158	176	200	
156	174	196	
147	168	189	
140	162	185	
137	161	185	
132	159	186	
124	155	184	
118	153	185	
116	154	190	
111	151	187	
107	149	187	
104	148	187	
104	148	187	
104	149	188	
104	149	188	
102	147	186	
101	146	187	
99	147	187	
99	146	188	
99	146	188	
99	146	188	
98	145	187	
97	145	185	
98	143	184	
98	143	182	
97	142	181	
99	143	182	
101	145	184	
100	144	181	
100	142	180	
99	141	179	
100	142	180	
104	144	180	
105	141	177	
112	146	181	
116	149	184	
119	149	185	
125	153	190	
135	163	200	
145	171	208	
148	174	211	
143	169	206	
139	165	202	
133	161	198	
133	161	198	
135	165	201	
133	166	201	
129	162	197	
122	158	190	
113	154	182	
109	153	180	
107	151	180	
104	147	181	
102	144	182	
100	144	183	
101	143	185	
102	144	186	
108	147	190	
